ID	QuestionBody	Sentence	targetMovie	targetContext	targetSearch	targetSocial	segmentedSentence	hedging	opinionEmotion	absoluteRelative	flaggedContent	notes	threadURL	wikipediaURL	imdbURL
119-11	"From what I remember it involved 3-4 astronauts.  One stays in orbit (a black man), while the others go to the surface of this planet. The ones on the surface are there to retrieve data (from probes perhaps?). The astronauts on the surface only have a limited time to collect this data and get back to the ship in orbit.  I think something happens to shorten their time there (a storm maybe?).  During this scene they were surrounded by water if I remember correctly. The female (possibly the crew leader?) keeps saying she can finish the data collection in time because it’ll be ages before they can get another chance.  She says this despite the warnings from her comrades to just leave.  Well, they miss their chance to get back to the ship in orbit. Now the kicker is that the time on the planet’s surface is vastly different to the time in orbit.  For instance, on the surface perhaps only a few hours pass, but in orbit several years pass.  I think it ends up being something like 20+ years to the man in orbit before the surface crew gets back. Anyone know what this movie is?  I watched it in the last 3 years, but I streamed it so the movie itself could be older.  Although I don’t think it would be more then say ten years old.  It’s in colour, an American film in English."	Now the kicker is that the time on the planet’s surface is vastly different to the time in orbit.	locationType					neutral	none	absolute			https://irememberthismovie.com/astronautssci-fi-movie-wplanet-that-has-different-surrface-time-to-that-of-its-orbit/	https://en.wikipedia.org/wiki/Interstellar_(film)	
119-12	"From what I remember it involved 3-4 astronauts.  One stays in orbit (a black man), while the others go to the surface of this planet. The ones on the surface are there to retrieve data (from probes perhaps?). The astronauts on the surface only have a limited time to collect this data and get back to the ship in orbit.  I think something happens to shorten their time there (a storm maybe?).  During this scene they were surrounded by water if I remember correctly. The female (possibly the crew leader?) keeps saying she can finish the data collection in time because it’ll be ages before they can get another chance.  She says this despite the warnings from her comrades to just leave.  Well, they miss their chance to get back to the ship in orbit. Now the kicker is that the time on the planet’s surface is vastly different to the time in orbit.  For instance, on the surface perhaps only a few hours pass, but in orbit several years pass.  I think it ends up being something like 20+ years to the man in orbit before the surface crew gets back. Anyone know what this movie is?  I watched it in the last 3 years, but I streamed it so the movie itself could be older.  Although I don’t think it would be more then say ten years old.  It’s in colour, an American film in English."	"For instance, on the surface perhaps only a few hours pass, but in orbit several years pass."	plot // locationType // timeframePlural					neutral	none	absolute			https://irememberthismovie.com/astronautssci-fi-movie-wplanet-that-has-different-surrface-time-to-that-of-its-orbit/	https://en.wikipedia.org/wiki/Interstellar_(film)	
119-13	"From what I remember it involved 3-4 astronauts.  One stays in orbit (a black man), while the others go to the surface of this planet. The ones on the surface are there to retrieve data (from probes perhaps?). The astronauts on the surface only have a limited time to collect this data and get back to the ship in orbit.  I think something happens to shorten their time there (a storm maybe?).  During this scene they were surrounded by water if I remember correctly. The female (possibly the crew leader?) keeps saying she can finish the data collection in time because it’ll be ages before they can get another chance.  She says this despite the warnings from her comrades to just leave.  Well, they miss their chance to get back to the ship in orbit. Now the kicker is that the time on the planet’s surface is vastly different to the time in orbit.  For instance, on the surface perhaps only a few hours pass, but in orbit several years pass.  I think it ends up being something like 20+ years to the man in orbit before the surface crew gets back. Anyone know what this movie is?  I watched it in the last 3 years, but I streamed it so the movie itself could be older.  Although I don’t think it would be more then say ten years old.  It’s in colour, an American film in English."	I think it ends up being something like 20+ years to the man in orbit before the surface crew gets back.	character // timeframePlural					neutral	none	absolute			https://irememberthismovie.com/astronautssci-fi-movie-wplanet-that-has-different-surrface-time-to-that-of-its-orbit/	https://en.wikipedia.org/wiki/Interstellar_(film)	
119-14	"From what I remember it involved 3-4 astronauts.  One stays in orbit (a black man), while the others go to the surface of this planet. The ones on the surface are there to retrieve data (from probes perhaps?). The astronauts on the surface only have a limited time to collect this data and get back to the ship in orbit.  I think something happens to shorten their time there (a storm maybe?).  During this scene they were surrounded by water if I remember correctly. The female (possibly the crew leader?) keeps saying she can finish the data collection in time because it’ll be ages before they can get another chance.  She says this despite the warnings from her comrades to just leave.  Well, they miss their chance to get back to the ship in orbit. Now the kicker is that the time on the planet’s surface is vastly different to the time in orbit.  For instance, on the surface perhaps only a few hours pass, but in orbit several years pass.  I think it ends up being something like 20+ years to the man in orbit before the surface crew gets back. Anyone know what this movie is?  I watched it in the last 3 years, but I streamed it so the movie itself could be older.  Although I don’t think it would be more then say ten years old.  It’s in colour, an American film in English."	Anyone know what this movie is?	category					neutral	none	absolute			https://irememberthismovie.com/astronautssci-fi-movie-wplanet-that-has-different-surrface-time-to-that-of-its-orbit/	https://en.wikipedia.org/wiki/Interstellar_(film)	
119-15	"From what I remember it involved 3-4 astronauts.  One stays in orbit (a black man), while the others go to the surface of this planet. The ones on the surface are there to retrieve data (from probes perhaps?). The astronauts on the surface only have a limited time to collect this data and get back to the ship in orbit.  I think something happens to shorten their time there (a storm maybe?).  During this scene they were surrounded by water if I remember correctly. The female (possibly the crew leader?) keeps saying she can finish the data collection in time because it’ll be ages before they can get another chance.  She says this despite the warnings from her comrades to just leave.  Well, they miss their chance to get back to the ship in orbit. Now the kicker is that the time on the planet’s surface is vastly different to the time in orbit.  For instance, on the surface perhaps only a few hours pass, but in orbit several years pass.  I think it ends up being something like 20+ years to the man in orbit before the surface crew gets back. Anyone know what this movie is?  I watched it in the last 3 years, but I streamed it so the movie itself could be older.  Although I don’t think it would be more then say ten years old.  It’s in colour, an American film in English."	"I watched it in the last 3 years, but I streamed it so the movie itself could be older."	category // releaseDate	contextTemporal // contextPhysicalMedium				hedgingConfident	none	absolute			https://irememberthismovie.com/astronautssci-fi-movie-wplanet-that-has-different-surrface-time-to-that-of-its-orbit/	https://en.wikipedia.org/wiki/Interstellar_(film)	
119-16	"From what I remember it involved 3-4 astronauts.  One stays in orbit (a black man), while the others go to the surface of this planet. The ones on the surface are there to retrieve data (from probes perhaps?). The astronauts on the surface only have a limited time to collect this data and get back to the ship in orbit.  I think something happens to shorten their time there (a storm maybe?).  During this scene they were surrounded by water if I remember correctly. The female (possibly the crew leader?) keeps saying she can finish the data collection in time because it’ll be ages before they can get another chance.  She says this despite the warnings from her comrades to just leave.  Well, they miss their chance to get back to the ship in orbit. Now the kicker is that the time on the planet’s surface is vastly different to the time in orbit.  For instance, on the surface perhaps only a few hours pass, but in orbit several years pass.  I think it ends up being something like 20+ years to the man in orbit before the surface crew gets back. Anyone know what this movie is?  I watched it in the last 3 years, but I streamed it so the movie itself could be older.  Although I don’t think it would be more then say ten years old.  It’s in colour, an American film in English."	Although I don’t think it would be more then say ten years old.	releaseDate					neutral	none	absolute			https://irememberthismovie.com/astronautssci-fi-movie-wplanet-that-has-different-surrface-time-to-that-of-its-orbit/	https://en.wikipedia.org/wiki/Interstellar_(film)	
119-17	"From what I remember it involved 3-4 astronauts.  One stays in orbit (a black man), while the others go to the surface of this planet. The ones on the surface are there to retrieve data (from probes perhaps?). The astronauts on the surface only have a limited time to collect this data and get back to the ship in orbit.  I think something happens to shorten their time there (a storm maybe?).  During this scene they were surrounded by water if I remember correctly. The female (possibly the crew leader?) keeps saying she can finish the data collection in time because it’ll be ages before they can get another chance.  She says this despite the warnings from her comrades to just leave.  Well, they miss their chance to get back to the ship in orbit. Now the kicker is that the time on the planet’s surface is vastly different to the time in orbit.  For instance, on the surface perhaps only a few hours pass, but in orbit several years pass.  I think it ends up being something like 20+ years to the man in orbit before the surface crew gets back. Anyone know what this movie is?  I watched it in the last 3 years, but I streamed it so the movie itself could be older.  Although I don’t think it would be more then say ten years old.  It’s in colour, an American film in English."	"It’s in colour, an American film in English."	category // productionVisual // originMovie // originLanguage					neutral	none	absolute			https://irememberthismovie.com/astronautssci-fi-movie-wplanet-that-has-different-surrface-time-to-that-of-its-orbit/	https://en.wikipedia.org/wiki/Interstellar_(film)	
119-2	"From what I remember it involved 3-4 astronauts.  One stays in orbit (a black man), while the others go to the surface of this planet. The ones on the surface are there to retrieve data (from probes perhaps?). The astronauts on the surface only have a limited time to collect this data and get back to the ship in orbit.  I think something happens to shorten their time there (a storm maybe?).  During this scene they were surrounded by water if I remember correctly. The female (possibly the crew leader?) keeps saying she can finish the data collection in time because it’ll be ages before they can get another chance.  She says this despite the warnings from her comrades to just leave.  Well, they miss their chance to get back to the ship in orbit. Now the kicker is that the time on the planet’s surface is vastly different to the time in orbit.  For instance, on the surface perhaps only a few hours pass, but in orbit several years pass.  I think it ends up being something like 20+ years to the man in orbit before the surface crew gets back. Anyone know what this movie is?  I watched it in the last 3 years, but I streamed it so the movie itself could be older.  Although I don’t think it would be more then say ten years old.  It’s in colour, an American film in English."	"One stays in orbit (a black man), while the others go to the surface of this planet."	character // locationType					neutral	none	absolute			https://irememberthismovie.com/astronautssci-fi-movie-wplanet-that-has-different-surrface-time-to-that-of-its-orbit/	https://en.wikipedia.org/wiki/Interstellar_(film)	
119-3	"From what I remember it involved 3-4 astronauts.  One stays in orbit (a black man), while the others go to the surface of this planet. The ones on the surface are there to retrieve data (from probes perhaps?). The astronauts on the surface only have a limited time to collect this data and get back to the ship in orbit.  I think something happens to shorten their time there (a storm maybe?).  During this scene they were surrounded by water if I remember correctly. The female (possibly the crew leader?) keeps saying she can finish the data collection in time because it’ll be ages before they can get another chance.  She says this despite the warnings from her comrades to just leave.  Well, they miss their chance to get back to the ship in orbit. Now the kicker is that the time on the planet’s surface is vastly different to the time in orbit.  For instance, on the surface perhaps only a few hours pass, but in orbit several years pass.  I think it ends up being something like 20+ years to the man in orbit before the surface crew gets back. Anyone know what this movie is?  I watched it in the last 3 years, but I streamed it so the movie itself could be older.  Although I don’t think it would be more then say ten years old.  It’s in colour, an American film in English."	The ones on the surface are there to retrieve data (from probes perhaps?)	scene					neutral	none	absolute			https://irememberthismovie.com/astronautssci-fi-movie-wplanet-that-has-different-surrface-time-to-that-of-its-orbit/	https://en.wikipedia.org/wiki/Interstellar_(film)	
119-4	"From what I remember it involved 3-4 astronauts.  One stays in orbit (a black man), while the others go to the surface of this planet. The ones on the surface are there to retrieve data (from probes perhaps?). The astronauts on the surface only have a limited time to collect this data and get back to the ship in orbit.  I think something happens to shorten their time there (a storm maybe?).  During this scene they were surrounded by water if I remember correctly. The female (possibly the crew leader?) keeps saying she can finish the data collection in time because it’ll be ages before they can get another chance.  She says this despite the warnings from her comrades to just leave.  Well, they miss their chance to get back to the ship in orbit. Now the kicker is that the time on the planet’s surface is vastly different to the time in orbit.  For instance, on the surface perhaps only a few hours pass, but in orbit several years pass.  I think it ends up being something like 20+ years to the man in orbit before the surface crew gets back. Anyone know what this movie is?  I watched it in the last 3 years, but I streamed it so the movie itself could be older.  Although I don’t think it would be more then say ten years old.  It’s in colour, an American film in English."	The astronauts on the surface only have a limited time to collect this data and get back to the ship in orbit.	plot // character // object					neutral	none	absolute			https://irememberthismovie.com/astronautssci-fi-movie-wplanet-that-has-different-surrface-time-to-that-of-its-orbit/	https://en.wikipedia.org/wiki/Interstellar_(film)	
119-5	"From what I remember it involved 3-4 astronauts.  One stays in orbit (a black man), while the others go to the surface of this planet. The ones on the surface are there to retrieve data (from probes perhaps?). The astronauts on the surface only have a limited time to collect this data and get back to the ship in orbit.  I think something happens to shorten their time there (a storm maybe?).  During this scene they were surrounded by water if I remember correctly. The female (possibly the crew leader?) keeps saying she can finish the data collection in time because it’ll be ages before they can get another chance.  She says this despite the warnings from her comrades to just leave.  Well, they miss their chance to get back to the ship in orbit. Now the kicker is that the time on the planet’s surface is vastly different to the time in orbit.  For instance, on the surface perhaps only a few hours pass, but in orbit several years pass.  I think it ends up being something like 20+ years to the man in orbit before the surface crew gets back. Anyone know what this movie is?  I watched it in the last 3 years, but I streamed it so the movie itself could be older.  Although I don’t think it would be more then say ten years old.  It’s in colour, an American film in English."	I think something happens to shorten their time there (a storm maybe?)	scene					hedgingConfident	none	absolute			https://irememberthismovie.com/astronautssci-fi-movie-wplanet-that-has-different-surrface-time-to-that-of-its-orbit/	https://en.wikipedia.org/wiki/Interstellar_(film)	
119-6	"From what I remember it involved 3-4 astronauts.  One stays in orbit (a black man), while the others go to the surface of this planet. The ones on the surface are there to retrieve data (from probes perhaps?). The astronauts on the surface only have a limited time to collect this data and get back to the ship in orbit.  I think something happens to shorten their time there (a storm maybe?).  During this scene they were surrounded by water if I remember correctly. The female (possibly the crew leader?) keeps saying she can finish the data collection in time because it’ll be ages before they can get another chance.  She says this despite the warnings from her comrades to just leave.  Well, they miss their chance to get back to the ship in orbit. Now the kicker is that the time on the planet’s surface is vastly different to the time in orbit.  For instance, on the surface perhaps only a few hours pass, but in orbit several years pass.  I think it ends up being something like 20+ years to the man in orbit before the surface crew gets back. Anyone know what this movie is?  I watched it in the last 3 years, but I streamed it so the movie itself could be older.  Although I don’t think it would be more then say ten years old.  It’s in colour, an American film in English."	During this scene they were surrounded by water if I remember correctly.	scene // character // locationType					hedgingConfident	none	absolute			https://irememberthismovie.com/astronautssci-fi-movie-wplanet-that-has-different-surrface-time-to-that-of-its-orbit/	https://en.wikipedia.org/wiki/Interstellar_(film)	
119-7	"From what I remember it involved 3-4 astronauts.  One stays in orbit (a black man), while the others go to the surface of this planet. The ones on the surface are there to retrieve data (from probes perhaps?). The astronauts on the surface only have a limited time to collect this data and get back to the ship in orbit.  I think something happens to shorten their time there (a storm maybe?).  During this scene they were surrounded by water if I remember correctly. The female (possibly the crew leader?) keeps saying she can finish the data collection in time because it’ll be ages before they can get another chance.  She says this despite the warnings from her comrades to just leave.  Well, they miss their chance to get back to the ship in orbit. Now the kicker is that the time on the planet’s surface is vastly different to the time in orbit.  For instance, on the surface perhaps only a few hours pass, but in orbit several years pass.  I think it ends up being something like 20+ years to the man in orbit before the surface crew gets back. Anyone know what this movie is?  I watched it in the last 3 years, but I streamed it so the movie itself could be older.  Although I don’t think it would be more then say ten years old.  It’s in colour, an American film in English."	The female (possibly the crew leader?)	character					hedgingConfident	none	absolute			https://irememberthismovie.com/astronautssci-fi-movie-wplanet-that-has-different-surrface-time-to-that-of-its-orbit/	https://en.wikipedia.org/wiki/Interstellar_(film)	
119-8	"From what I remember it involved 3-4 astronauts.  One stays in orbit (a black man), while the others go to the surface of this planet. The ones on the surface are there to retrieve data (from probes perhaps?). The astronauts on the surface only have a limited time to collect this data and get back to the ship in orbit.  I think something happens to shorten their time there (a storm maybe?).  During this scene they were surrounded by water if I remember correctly. The female (possibly the crew leader?) keeps saying she can finish the data collection in time because it’ll be ages before they can get another chance.  She says this despite the warnings from her comrades to just leave.  Well, they miss their chance to get back to the ship in orbit. Now the kicker is that the time on the planet’s surface is vastly different to the time in orbit.  For instance, on the surface perhaps only a few hours pass, but in orbit several years pass.  I think it ends up being something like 20+ years to the man in orbit before the surface crew gets back. Anyone know what this movie is?  I watched it in the last 3 years, but I streamed it so the movie itself could be older.  Although I don’t think it would be more then say ten years old.  It’s in colour, an American film in English."	keeps saying she can finish the data collection in time because it’ll be ages before they can get another chance.	scene // character					neutral	none	absolute			https://irememberthismovie.com/astronautssci-fi-movie-wplanet-that-has-different-surrface-time-to-that-of-its-orbit/	https://en.wikipedia.org/wiki/Interstellar_(film)	
119-9	"From what I remember it involved 3-4 astronauts.  One stays in orbit (a black man), while the others go to the surface of this planet. The ones on the surface are there to retrieve data (from probes perhaps?). The astronauts on the surface only have a limited time to collect this data and get back to the ship in orbit.  I think something happens to shorten their time there (a storm maybe?).  During this scene they were surrounded by water if I remember correctly. The female (possibly the crew leader?) keeps saying she can finish the data collection in time because it’ll be ages before they can get another chance.  She says this despite the warnings from her comrades to just leave.  Well, they miss their chance to get back to the ship in orbit. Now the kicker is that the time on the planet’s surface is vastly different to the time in orbit.  For instance, on the surface perhaps only a few hours pass, but in orbit several years pass.  I think it ends up being something like 20+ years to the man in orbit before the surface crew gets back. Anyone know what this movie is?  I watched it in the last 3 years, but I streamed it so the movie itself could be older.  Although I don’t think it would be more then say ten years old.  It’s in colour, an American film in English."	She says this despite the warnings from her comrades to just leave.	scene // character // quote					neutral	none	absolute			https://irememberthismovie.com/astronautssci-fi-movie-wplanet-that-has-different-surrface-time-to-that-of-its-orbit/	https://en.wikipedia.org/wiki/Interstellar_(film)	
374-1	"I have two movies to ask about:    First One: Based upon a surfing movie with three girls and one of them entered a surfing competition and she had a love affair with this young man that she met and I think one of the girls is her sister and I think the movie starts when she hit her head on a rock under the sea when she was younger and I think the other girls did not approve of her seeing this boy because they were saying it’s distracting her from surfing.                                                                    Second One: This movie revolves around a Disc, DVD or Cd, About, three men come to a family house and shoot The Grandmother, Father, Mother, and Daughter ( a little girl) The mother hide the little girl under the bed when she saw the men coming, they didn’t see her but she said,” mummy”?  Then they shoot her but before they were shot and killed the father gave his son (a  little boy) a disc like a DVD and told him to run far away with it but they catch him and held him captive at a house but there was a woman there too that took away their guns and drive away with the little boy, In the movie the little boy has asthma ,it’s like something was on the disc that’s valuable .  "	I have two movies to ask about:    First One: Based upon a surfing movie with three girls and one of them entered a surfing competition and she had a love affair with this young man that she met and I think one of the girls is her sister and I think the movie starts when she hit her head on a rock under the sea when she was younger and I think the other girls did not approve of her seeing this boy because they were saying it’s distracting her from surfing.	plot // scene // character // genreTraditionalTone // category // locationType // object					hedgingConfident	none	absolute			https://irememberthismovie.com/a-surfing-and-a-action-movie/		
374-2	"I have two movies to ask about:    First One: Based upon a surfing movie with three girls and one of them entered a surfing competition and she had a love affair with this young man that she met and I think one of the girls is her sister and I think the movie starts when she hit her head on a rock under the sea when she was younger and I think the other girls did not approve of her seeing this boy because they were saying it’s distracting her from surfing.                                                                    Second One: This movie revolves around a Disc, DVD or Cd, About, three men come to a family house and shoot The Grandmother, Father, Mother, and Daughter ( a little girl) The mother hide the little girl under the bed when she saw the men coming, they didn’t see her but she said,” mummy”?  Then they shoot her but before they were shot and killed the father gave his son (a  little boy) a disc like a DVD and told him to run far away with it but they catch him and held him captive at a house but there was a woman there too that took away their guns and drive away with the little boy, In the movie the little boy has asthma ,it’s like something was on the disc that’s valuable .  "	"Second One: This movie revolves around a Disc, DVD or Cd, About, three men come to a family house and shoot The Grandmother, Father, Mother, and Daughter ( a little girl) The mother hide the little girl under the bed when she saw the men coming, they didn’t see her but she said,” mummy”?"	category // plot // scene // character // locationType // quote // object					hedgingConfident	none	absolute			https://irememberthismovie.com/a-surfing-and-a-action-movie/		
374-3	"I have two movies to ask about:    First One: Based upon a surfing movie with three girls and one of them entered a surfing competition and she had a love affair with this young man that she met and I think one of the girls is her sister and I think the movie starts when she hit her head on a rock under the sea when she was younger and I think the other girls did not approve of her seeing this boy because they were saying it’s distracting her from surfing.                                                                    Second One: This movie revolves around a Disc, DVD or Cd, About, three men come to a family house and shoot The Grandmother, Father, Mother, and Daughter ( a little girl) The mother hide the little girl under the bed when she saw the men coming, they didn’t see her but she said,” mummy”?  Then they shoot her but before they were shot and killed the father gave his son (a  little boy) a disc like a DVD and told him to run far away with it but they catch him and held him captive at a house but there was a woman there too that took away their guns and drive away with the little boy, In the movie the little boy has asthma ,it’s like something was on the disc that’s valuable .  "	"Then they shoot her but before they were shot and killed the father gave his son (a  little boy) a disc like a DVD and told him to run far away with it but they catch him and held him captive at a house but there was a woman there too that took away their guns and drive away with the little boy, In the movie the little boy has asthma ,it’s like something was on the disc that’s valuable ."	scene // character // category // locationType // object					hedgingConfident	none	absolute			https://irememberthismovie.com/a-surfing-and-a-action-movie/		
1047-1	"I saw this movie while I was in middle school, early 80s.  It was American.  A lab is working on a time machine, and the main scientist is an older woman.  They bring an ape, or maybe an early prehistoric man into the present.  It’s a serious movie, not a comedy or anything like that.  I remember that the woman forms a bond because the ape shows unusual intelligence and emotion, but other scientists are the generic uncaring types who want to dissect him or whatever.  The thing I remember the most is that the woman tries to escape from the lab with the ape, but they are chased by a helicopter, and I think getting shot at, and the only way to escape is for both of them to jump into the time machine chamber and she goes back to whatever-BC with the ape.  I have been trying to find this movie for years, with no luck!"	"I saw this movie while I was in middle school, early 80s."	category	contextTemporal // contextPhysicalUserLocation				neutral	none	absolute			https://irememberthismovie.com/a-time-travel-movie-with-a-primate-brought-into-the-present/	https://en.wikipedia.org/wiki/The_Ugly_Little_Boy#Television_adaptation	http://m.imdb.com/title/tt0176261/?ref_=nv_sr_1
1047-2	"I saw this movie while I was in middle school, early 80s.  It was American.  A lab is working on a time machine, and the main scientist is an older woman.  They bring an ape, or maybe an early prehistoric man into the present.  It’s a serious movie, not a comedy or anything like that.  I remember that the woman forms a bond because the ape shows unusual intelligence and emotion, but other scientists are the generic uncaring types who want to dissect him or whatever.  The thing I remember the most is that the woman tries to escape from the lab with the ape, but they are chased by a helicopter, and I think getting shot at, and the only way to escape is for both of them to jump into the time machine chamber and she goes back to whatever-BC with the ape.  I have been trying to find this movie for years, with no luck!"	It was American.	originMovie					neutral	none	absolute			https://irememberthismovie.com/a-time-travel-movie-with-a-primate-brought-into-the-present/	https://en.wikipedia.org/wiki/The_Ugly_Little_Boy#Television_adaptation	http://m.imdb.com/title/tt0176261/?ref_=nv_sr_1
1047-3	"I saw this movie while I was in middle school, early 80s.  It was American.  A lab is working on a time machine, and the main scientist is an older woman.  They bring an ape, or maybe an early prehistoric man into the present.  It’s a serious movie, not a comedy or anything like that.  I remember that the woman forms a bond because the ape shows unusual intelligence and emotion, but other scientists are the generic uncaring types who want to dissect him or whatever.  The thing I remember the most is that the woman tries to escape from the lab with the ape, but they are chased by a helicopter, and I think getting shot at, and the only way to escape is for both of them to jump into the time machine chamber and she goes back to whatever-BC with the ape.  I have been trying to find this movie for years, with no luck!"	"A lab is working on a time machine, and the main scientist is an older woman."	plot // character // locationType // object					neutral	none	absolute			https://irememberthismovie.com/a-time-travel-movie-with-a-primate-brought-into-the-present/	https://en.wikipedia.org/wiki/The_Ugly_Little_Boy#Television_adaptation	http://m.imdb.com/title/tt0176261/?ref_=nv_sr_1
1047-4	"I saw this movie while I was in middle school, early 80s.  It was American.  A lab is working on a time machine, and the main scientist is an older woman.  They bring an ape, or maybe an early prehistoric man into the present.  It’s a serious movie, not a comedy or anything like that.  I remember that the woman forms a bond because the ape shows unusual intelligence and emotion, but other scientists are the generic uncaring types who want to dissect him or whatever.  The thing I remember the most is that the woman tries to escape from the lab with the ape, but they are chased by a helicopter, and I think getting shot at, and the only way to escape is for both of them to jump into the time machine chamber and she goes back to whatever-BC with the ape.  I have been trying to find this movie for years, with no luck!"	"They bring an ape, or maybe an early prehistoric man into the present."	plot // character					hedgingConfident	none	absolute			https://irememberthismovie.com/a-time-travel-movie-with-a-primate-brought-into-the-present/	https://en.wikipedia.org/wiki/The_Ugly_Little_Boy#Television_adaptation	http://m.imdb.com/title/tt0176261/?ref_=nv_sr_1
1047-5	"I saw this movie while I was in middle school, early 80s.  It was American.  A lab is working on a time machine, and the main scientist is an older woman.  They bring an ape, or maybe an early prehistoric man into the present.  It’s a serious movie, not a comedy or anything like that.  I remember that the woman forms a bond because the ape shows unusual intelligence and emotion, but other scientists are the generic uncaring types who want to dissect him or whatever.  The thing I remember the most is that the woman tries to escape from the lab with the ape, but they are chased by a helicopter, and I think getting shot at, and the only way to escape is for both of them to jump into the time machine chamber and she goes back to whatever-BC with the ape.  I have been trying to find this movie for years, with no luck!"	"It’s a serious movie, not a comedy or anything like that."	genreTraditionalTone // category // negation					neutral	none	absolute			https://irememberthismovie.com/a-time-travel-movie-with-a-primate-brought-into-the-present/	https://en.wikipedia.org/wiki/The_Ugly_Little_Boy#Television_adaptation	http://m.imdb.com/title/tt0176261/?ref_=nv_sr_1
1047-6	"I saw this movie while I was in middle school, early 80s.  It was American.  A lab is working on a time machine, and the main scientist is an older woman.  They bring an ape, or maybe an early prehistoric man into the present.  It’s a serious movie, not a comedy or anything like that.  I remember that the woman forms a bond because the ape shows unusual intelligence and emotion, but other scientists are the generic uncaring types who want to dissect him or whatever.  The thing I remember the most is that the woman tries to escape from the lab with the ape, but they are chased by a helicopter, and I think getting shot at, and the only way to escape is for both of them to jump into the time machine chamber and she goes back to whatever-BC with the ape.  I have been trying to find this movie for years, with no luck!"	"I remember that the woman forms a bond because the ape shows unusual intelligence and emotion, but other scientists are the generic uncaring types who want to dissect him or whatever."	plot // character					neutral	none	absolute			https://irememberthismovie.com/a-time-travel-movie-with-a-primate-brought-into-the-present/	https://en.wikipedia.org/wiki/The_Ugly_Little_Boy#Television_adaptation	http://m.imdb.com/title/tt0176261/?ref_=nv_sr_1
1047-7	"I saw this movie while I was in middle school, early 80s.  It was American.  A lab is working on a time machine, and the main scientist is an older woman.  They bring an ape, or maybe an early prehistoric man into the present.  It’s a serious movie, not a comedy or anything like that.  I remember that the woman forms a bond because the ape shows unusual intelligence and emotion, but other scientists are the generic uncaring types who want to dissect him or whatever.  The thing I remember the most is that the woman tries to escape from the lab with the ape, but they are chased by a helicopter, and I think getting shot at, and the only way to escape is for both of them to jump into the time machine chamber and she goes back to whatever-BC with the ape.  I have been trying to find this movie for years, with no luck!"	"The thing I remember the most is that the woman tries to escape from the lab with the ape, but they are chased by a helicopter, and I think getting shot at, and the only way to escape is for both of them to jump into the time machine chamber and she goes back to whatever-BC with the ape."	scene // character // locationType // object					hedgingConfident	none	absolute			https://irememberthismovie.com/a-time-travel-movie-with-a-primate-brought-into-the-present/	https://en.wikipedia.org/wiki/The_Ugly_Little_Boy#Television_adaptation	http://m.imdb.com/title/tt0176261/?ref_=nv_sr_1
1047-8	"I saw this movie while I was in middle school, early 80s.  It was American.  A lab is working on a time machine, and the main scientist is an older woman.  They bring an ape, or maybe an early prehistoric man into the present.  It’s a serious movie, not a comedy or anything like that.  I remember that the woman forms a bond because the ape shows unusual intelligence and emotion, but other scientists are the generic uncaring types who want to dissect him or whatever.  The thing I remember the most is that the woman tries to escape from the lab with the ape, but they are chased by a helicopter, and I think getting shot at, and the only way to escape is for both of them to jump into the time machine chamber and she goes back to whatever-BC with the ape.  I have been trying to find this movie for years, with no luck!"	"I have been trying to find this movie for years, with no luck!"	category					neutral	none	absolute			https://irememberthismovie.com/a-time-travel-movie-with-a-primate-brought-into-the-present/	https://en.wikipedia.org/wiki/The_Ugly_Little_Boy#Television_adaptation	http://m.imdb.com/title/tt0176261/?ref_=nv_sr_1
934-1	"I vaguely remember a bit weird Australian movie about a teenage girl who argued with her parents, her mom in particular. She kinda lived in her own world daydreaming and masturbating often. And there was a scene where her mother told her to set the table for lunch and as she was doing it she starts to rub her vagina on the corner of the table and closes her eyes in ecstasy and then her mom catches her doing it and is outraged. Think the movie is from the 90’s. Also, but not sure if I remember it correctly there was something about flies."	"I vaguely remember a bit weird Australian movie about a teenage girl who argued with her parents, her mom in particular."	category // scene // character // originMovie					hedgingConfident	none	absolute			https://irememberthismovie.com/australian-movie/	https://en.wikipedia.org/wiki/Fistful_of_Flies	https://www.imdb.com/title/tt0116315/
934-2	"I vaguely remember a bit weird Australian movie about a teenage girl who argued with her parents, her mom in particular. She kinda lived in her own world daydreaming and masturbating often. And there was a scene where her mother told her to set the table for lunch and as she was doing it she starts to rub her vagina on the corner of the table and closes her eyes in ecstasy and then her mom catches her doing it and is outraged. Think the movie is from the 90’s. Also, but not sure if I remember it correctly there was something about flies."	She kinda lived in her own world daydreaming and masturbating often.	scene					neutral	none	absolute			https://irememberthismovie.com/australian-movie/	https://en.wikipedia.org/wiki/Fistful_of_Flies	https://www.imdb.com/title/tt0116315/
934-3	"I vaguely remember a bit weird Australian movie about a teenage girl who argued with her parents, her mom in particular. She kinda lived in her own world daydreaming and masturbating often. And there was a scene where her mother told her to set the table for lunch and as she was doing it she starts to rub her vagina on the corner of the table and closes her eyes in ecstasy and then her mom catches her doing it and is outraged. Think the movie is from the 90’s. Also, but not sure if I remember it correctly there was something about flies."	And there was a scene where her mother told her to set the table for lunch and as she was doing it she starts to rub her vagina on the corner of the table and closes her eyes in ecstasy and then her mom catches her doing it and is outraged.	scene // character // object					neutral	none	absolute			https://irememberthismovie.com/australian-movie/	https://en.wikipedia.org/wiki/Fistful_of_Flies	https://www.imdb.com/title/tt0116315/
